"DEFAULT","GENDER","AGE","CITIZEN","PART","INCOME","BALANCE"
"No","Female",38,"GE","No",44543.78,194.58
"No","Male",35,"GE","Yes",17713.59,487.51
"No","Female",36,"FR","Yes",17713.59,487.51
"No","Female",33,"UK","No",42112.31,1558.86
"No","Female",39,"FR","No",43547.54,630.03
"No","Male",41,"GE","No",40395.35,1712.47
"No","Male",42,"FR","No",68145.13,229.21
"No","Female",45,"FR","No",68145.13,229.21
"No","Male",52,"GR","No",41440.93,653.44
"Yes","Male",29,"GE","No",27717.61,961.49
"No","Male",37,"IT","No",33080.97,1084.46
"No","Female",40,"DE","Yes",20370.17,789.28
"No","Female",44,"DE","No",43645.95,382.96
"No","Male",36,"IT","Yes",26064.37,815.34
"No","Male",43,"UK","Yes",11696.68,1260.34
"No","Male",35,"FR","Yes",4376.81,100
"No","Male",37,"FR","No",48630.03,1143.31
"No","Male",37,"UK","Yes",19231.94,322.27
"Yes","Male",28,"SP","No",26331.37,1258.76
"No","Male",41,"GE","No",25208.05,1355.96
"No","Male",36,"UK","No",53666.19,670.42
"No","Female",32,"FR","No",30834.71,591.04
"No","Female",35,"FR","No",24461.85,5
"No","Male",33,"UK","No",45929.45,596.19
"No","Male",49,"UK","No",45929.45,596.19
"No","Male",41,"UK","No",31730.87,417.54
"No","Male",35,"GE","No",46326.76,210.78
"Yes","Male",33,"FR","No",44437.2,1178.16
"No","Male",45,"GE","No",30670.95,997.63
"No","Male",42,"UK","Yes",16427.57,925.39
"No","Male",36,"SP","No",27246.05,224.59
"No","Male",50,"SP","Yes",15756.72,1246.44
"No","Male",33,"FR","No",38457.25,1063.82
"No","Female",43,"SP","No",38421.81,1018.67
"No","Male",40,"GE","No",36555.4,324.89
"No","Male",38,"SP","Yes",18724.4,869.77
"No","Female",40,"UK","Yes",9595.59,1042.97
"Yes","Male",34,"FR","Yes",23516.19,2145.61
"No","Male",39,"GE","Yes",12532.66,946.37
"No","Male",37,"FR","Yes",16502.34,564.01
"No","Male",38,"GE","No",27367.78,5
"No","Male",35,"GE","No",31028.92,554.34
"No","Male",38,"FR","No",37295.8,208.3
"No","Female",39,"GE","Yes",19342.16,375.31
"No","Male",42,"GE","Yes",24606.15,795.14
"No","Female",49,"GE","Yes",24606.15,795.14
"No","Male",41,"UK","Yes",10516.87,476.72
"No","Male",39,"SP","No",36427.43,1367.11
"No","Female",47,"IT","Yes",23999.76,1604.78
"No","Male",45,"DE","Yes",25109.51,1055.68
"No","Male",33,"GE","Yes",18032.07,5
"No","Female",35,"PO","No",31512.61,543.81
"No","Male",37,"FR","No",34527.69,1184.84
"No","Male",40,"SP","No",44525.89,631.03
"No","Male",49,"FR","No",44525.89,631.03
"No","Female",37,"DE","No",30144.43,279.12
"No","Female",36,"GE","No",54832.67,674.03
"No","Female",34,"IT","No",45202.64,319.81
"No","Male",38,"FR","No",41668.42,404.19
"No","Female",43,"FR","No",18218.47,1572.81
"No","Female",42,"GE","No",33284.21,1175.13
"No","Male",38,"UK","No",55938.77,1569.87
"No","Female",36,"UK","Yes",30531.61,1035.97
"No","Male",42,"UK","No",36249.17,5
"Yes","Male",36,"GE","Yes",19539.15,2125.79
"No","Male",39,"GE","No",60840.81,284.4
"No","Male",55,"GR","Yes",14156.65,1300.89
"No","Male",41,"FR","No",31151.19,563.47
"No","Male",38,"SP","No",30465.31,271.06
"No","Male",34,"FR","Yes",20439.69,344.15
"No","Male",45,"GE","No",22829.59,985.75
"No","Female",43,"SP","Yes",17797.34,1002.42
"No","Male",36,"DE","No",30524.76,5
"No","Male",43,"SP","No",23261.85,1333.9
"Yes","Male",37,"FR","No",39777,1114.83
"No","Female",40,"GR","Yes",20901.21,1112.7
"Yes","Male",31,"IT","Yes",17893.72,2086.54
"No","Male",45,"UK","Yes",22527.65,386.16
"No","Male",36,"UK","No",35499.53,1384.39
"No","Male",35,"GE","No",26673.85,590.68
"No","Male",38,"FR","No",44226.63,196.52
"No","Male",49,"GE","No",33476.67,619.56
"No","Female",35,"PO","No",41454.72,438.63
"No","Male",47,"GE","No",51720.91,563.29
"No","Male",34,"GE","No",49250.46,5
"Yes","Female",30,"GE","No",38540.57,2413.32
"Yes","Male",37,"IT","No",42205.12,2187.22
"No","Male",44,"FR","No",46442.35,1339.6
"No","Male",43,"IT","Yes",13363.98,1231.03
"No","Male",43,"GE","No",43337.13,1167.33
"No","Male",46,"FR","No",66807.94,690.44
"Yes","Male",31,"FR","No",38014.57,1588.53
"No","Male",35,"FR","No",56002.22,460.43
"No","Female",51,"UK","Yes",11928.56,787.62
"No","Male",37,"GE","No",53354.85,1335.54
"No","Male",43,"FR","No",53354.85,1335.54
"No","Male",35,"GE","Yes",20928.39,911.79
"No","Male",34,"UK","No",36874.62,811.79
"Yes","Male",28,"FR","Yes",22037.86,2182.35
"No","Male",37,"UK","No",47236.97,5
"No","Male",43,"PO","No",31389.46,100.87
"Yes","Female",30,"FR","No",38906.96,1631.62
"No","Male",41,"GE","No",45900.3,790.74
"No","Male",37,"GE","No",45900.3,790.74
"No","Male",33,"GE","No",37598.86,5
"No","Male",42,"IT","No",28642.58,655.27
"No","Male",41,"GE","No",32945,5
"No","Male",40,"GE","No",32945,5
"No","Male",35,"FR","No",46840.72,570.93
"No","Male",37,"HO","No",31268.74,1056.44
"No","Male",39,"UK","No",35296.28,977.32
"No","Female",39,"SP","No",28893.88,743.57
"No","Male",39,"GE","No",38987.02,449.95
"No","Male",40,"UK","No",45043.67,459.1
"No","Male",42,"UK","No",45043.67,459.1
"No","Male",43,"DE","Yes",18470.28,561.78
"No","Male",41,"UK","No",28491.48,526.8
"No","Male",35,"UK","Yes",12128.15,1227.37
"No","Male",43,"GE","Yes",17564.95,671.18
"No","Male",33,"GE","No",35761.32,275.62
"No","Male",38,"FR","Yes",16957.65,606.13
"Yes","Female",31,"UK","No",48012.91,1408.44
"No","Female",37,"GR","No",37665.29,1281.52
"Yes","Male",44,"FR","No",36192.63,1803.17
"No","Female",43,"GR","Yes",24093.3,1232.42
"No","Male",38,"IT","Yes",16450,1217.23
"No","Male",42,"GE","No",49885.02,662.34
"No","Female",35,"FR","Yes",17721.29,1208.14
"No","Male",43,"IT","Yes",15309.28,824.51
"No","Male",43,"GE","Yes",15309.28,824.51
"No","Male",41,"UK","No",40232.66,691.42
"No","Male",37,"HO","No",40232.66,691.42
"No","Female",41,"FR","No",38441.16,1638.69
"No","Female",41,"UK","No",46134.62,267.96
"No","Male",45,"UK","Yes",18728.3,503.16
"Yes","Male",41,"FR","Yes",17137.47,1954.32
"No","Male",49,"DE","No",23519.67,808.62
"No","Male",53,"FR","No",44137.08,481.88
"No","Male",40,"SP","No",31369.49,1157.28
"Yes","Male",35,"IT","No",27668.95,1424.93
"No","Male",39,"GE","No",31507.09,1435.66
"No","Female",35,"SP","No",49697.23,188.54
"Yes","Male",29,"GE","No",57242.98,1920.24
"No","Male",40,"GE","No",28717.94,72.37
"No","Male",36,"GE","Yes",21115.79,675.04
"No","Male",37,"PO","Yes",13713.5,980.16
"No","Male",37,"FR","No",50208.82,643.4
"No","Male",42,"FR","No",49066.83,289.62
"No","Male",43,"IT","Yes",19899.75,435.49
"No","Male",42,"GR","Yes",14290.27,765.14
"No","Female",36,"UK","No",46060.08,1078.62
"No","Male",39,"FR","Yes",11075.89,631.17
"No","Male",43,"FR","No",60137.63,1715.28
"No","Male",34,"SP","No",26237.47,5
"No","Male",44,"UK","Yes",22708.9,406.48
"No","Male",40,"SP","No",34406.61,857.26
"No","Male",47,"UK","Yes",16751.17,1637.24
"No","Male",45,"FR","No",47848.05,1213.13
"No","Male",42,"IT","No",47848.05,1213.13
"No","Male",37,"FR","Yes",22729.31,1074.75
"No","Male",52,"GE","No",34401.67,1142.94
"No","Male",37,"FR","Yes",14965.44,1110.45
"No","Female",38,"GR","No",54002.51,511.6
"No","Male",42,"IT","No",24303.47,743.85
"No","Male",38,"UK","No",34734.86,1536.79
"No","Female",38,"PO","No",53312.53,735.47
"No","Female",36,"GR","No",53312.53,735.47
"No","Male",43,"FR","No",53312.53,735.47
"No","Male",37,"FR","Yes",26114.4,1142.43
"No","Male",37,"UK","No",39923.82,2.84
"Yes","Male",28,"IT","Yes",10470.64,2066.7
"Yes","Male",36,"PO","No",51095.29,2343.8
"No","Male",43,"GE","No",43016.86,473.03
"No","Male",41,"GR","No",43016.86,473.03
"No","Male",35,"GE","No",30828.86,435
"No","Female",32,"UK","No",37697.37,601.84
"No","Male",36,"UK","No",37936.09,1153.33
"No","Male",43,"SP","Yes",16960.69,1106.43
"No","Male",38,"DE","No",45025.51,5
"No","Male",43,"IT","Yes",10276.26,5
"No","Female",39,"GE","No",34297.57,585.05
"Yes","Female",30,"UK","Yes",22248.4,1985.32
"No","Female",38,"GE","No",45524.53,875.84
"No","Male",36,"FR","No",30226.48,563.12
"No","Female",41,"FR","No",45353.97,803.57
"No","Male",36,"SP","No",58469.93,916.75
"No","Male",37,"SP","Yes",13647.54,996.21
"No","Male",35,"DE","No",37132.66,1004.19
"No","Male",33,"SP","Yes",18549.75,2033.36
"No","Male",45,"GE","No",44227.91,441.7
"Yes","Male",37,"GE","No",37895.17,1572.35
"No","Male",61,"GE","Yes",15699.9,905.23
"No","Male",40,"SP","Yes",15699.9,905.23
"No","Male",34,"GE","Yes",19287.5,859.38
"No","Male",37,"PO","No",33651.41,391.26
"No","Male",52,"GE","Yes",17409.03,887.29
"No","Male",39,"UK","Yes",29045.41,1120.32
"Yes","Female",34,"FR","No",40119.79,1805.56
"No","Female",44,"SP","No",45489.9,1056.99
"No","Male",35,"FR","Yes",19108.74,904.99
"No","Male",42,"GR","No",41275.65,1402.12
"No","Male",37,"SP","No",41275.65,1402.12
"No","Male",36,"GE","No",47816.41,897.5
"No","Male",55,"UK","No",47816.41,897.5
"No","Female",38,"FR","No",44769.12,1475.5
"No","Male",37,"GE","Yes",15241.02,1540.31
"No","Male",42,"GE","No",29534.82,679.71
"Yes","Female",31,"GE","No",31514.26,1650.58
"No","Female",36,"UK","No",40805.78,1209.54
"No","Male",36,"UK","No",40805.78,1209.54
"No","Male",36,"GE","No",28340.44,1349.11
"No","Male",43,"FR","Yes",15446.96,428.43
"No","Male",41,"UK","No",47924.68,482.98
"Yes","Female",35,"UK","No",44520,2124.67
"Yes","Female",37,"GR","Yes",16887.41,1704.58
"No","Male",41,"UK","Yes",19621.63,528.59
"No","Male",42,"FR","No",36306.02,1569.56
"No","Male",40,"IT","No",48939.74,895.4
"No","Female",35,"UK","No",45537.95,1355.87
"No","Male",46,"IT","No",36997.72,1164.48
"No","Male",55,"GE","Yes",21852.93,1424.77
"No","Male",38,"DE","No",33185.01,685.19
"No","Male",39,"GE","No",25111.21,1034.36
"No","Female",39,"PO","No",21646.31,1115.9
"No","Male",39,"GE","No",48111.45,345.19
"No","Male",41,"IT","No",38881.48,528.87
"Yes","Male",34,"FR","No",49621.06,1819.25
"No","Male",38,"SP","Yes",18344.08,635.39
"No","Female",35,"GE","No",49697.05,1227.26
"No","Male",41,"UK","Yes",21719.45,5
"Yes","Male",32,"UK","No",47068.72,1797.77
"Yes","Male",30,"GE","No",26149.15,1605.21
"No","Female",41,"FR","Yes",23410.1,1125.73
"No","Male",40,"UK","No",29830.06,1453.32
"No","Female",40,"UK","No",49988.15,294.02
"No","Male",37,"UK","Yes",22889.49,1037.64
"No","Male",36,"PO","Yes",15965.42,1314.84
"No","Female",40,"GR","No",40998.93,1144.53
"No","Male",39,"SP","No",35324.02,884.66
"No","Male",49,"GE","No",50578.05,600.18
"Yes","Male",36,"GE","Yes",16853.33,1893.02
"Yes","Male",39,"GR","Yes",24648.98,2168.45
"No","Male",35,"FR","No",39654.62,1616.17
"No","Male",46,"HO","Yes",15565.2,1311.86
"Yes","Male",27,"GE","No",32129.34,1838.87
"No","Male",39,"PO","No",38979.62,204.4
"No","Female",40,"UK","Yes",21663.13,1109.47
"No","Male",44,"IT","Yes",8231.04,1292.45
"Yes","Male",46,"SP","No",47311.53,1434.13
"No","Male",36,"GE","No",26231.15,972.09
"Yes","Male",40,"UK","Yes",16394.51,1895.33
"No","Male",41,"UK","No",37377.36,247.2
"No","Male",41,"DE","Yes",22801.66,617.09
"No","Male",41,"GE","No",41179.01,1059.35
"No","Male",42,"IT","No",40240.5,936.94
"No","Female",39,"UK","No",43033.49,5
"No","Female",34,"SP","Yes",20301.49,431.2
"No","Female",40,"GE","Yes",16966.89,1849.6
"No","Male",36,"UK","No",45821.63,391.48
"No","Male",37,"HO","Yes",18121.11,953.86
"No","Female",39,"GE","No",36374.21,335.11
"Yes","Male",26,"FR","Yes",19168.03,1805.62
"No","Male",39,"FR","No",34539.85,1034.89
"No","Male",46,"UK","No",44178.84,512.51
"No","Male",41,"GR","No",47722.81,878.44
"No","Female",39,"FR","Yes",14217.4,936.23
"No","Male",36,"GE","Yes",14217.4,936.23
"No","Male",34,"HO","No",26117.67,607.9
"No","Male",40,"PO","No",39995.32,316.54
"No","Female",36,"FR","No",27879.66,737.04
"No","Female",43,"UK","No",27879.66,737.04
"No","Female",39,"FR","No",27879.66,737.04
"No","Male",43,"UK","Yes",20429.62,1273.19
"No","Male",35,"DE","No",34439.9,487.42
"No","Male",55,"FR","No",32509.62,1889.52
"No","Male",34,"FR","No",44498.02,519.46
"No","Male",37,"GR","No",29165.44,1522.76
"No","Female",37,"UK","No",48041.65,1062.73
"No","Female",43,"UK","Yes",22012.29,1344.09
"No","Male",39,"FR","Yes",22012.29,1344.09
"Yes","Male",36,"GR","No",43067.33,1562.45
"No","Female",51,"GR","Yes",9135.89,542.06
"No","Male",51,"GR","No",19054.03,295.87
"No","Male",34,"UK","No",56493.49,5
"No","Male",43,"UK","No",23530.62,1107.49
"No","Female",39,"SP","No",41943.77,345.14
"Yes","Male",35,"UK","No",30202.85,1847.79
"No","Male",41,"FR","No",29187.44,503.39
"No","Male",43,"IT","Yes",21514.6,1594.38
"No","Male",36,"FR","Yes",21514.6,1594.38
"No","Male",36,"GE","Yes",13833.98,1200.88
"Yes","Male",40,"GE","No",37111.31,1508.65
"No","Male",44,"IT","No",25196.76,1184.14
"No","Male",38,"GR","No",25196.76,1184.14
"Yes","Male",38,"GE","Yes",16239.15,1570.66
"No","Male",46,"PO","No",48339.88,706.48
"No","Male",39,"FR","Yes",25363.6,263.49
"No","Male",41,"GE","Yes",25363.6,263.49
"No","Male",37,"GE","Yes",25363.6,263.49
"No","Male",36,"GE","No",44285.32,468.87
"No","Female",38,"GE","Yes",13215.97,1287.29
"No","Male",41,"SP","Yes",16266.3,601.8
"No","Male",39,"UK","No",42646.7,272.75
"No","Male",44,"FR","No",28411.66,949.13
"Yes","Male",32,"HO","No",55573.7,1914.11
"No","Male",41,"FR","No",44464.64,124.31
"No","Female",38,"IT","No",44179.95,218.34
"No","Male",42,"UK","No",34841.26,1344.56
"No","Female",36,"GE","Yes",14820.47,624.54
"Yes","Male",37,"GR","Yes",18805.95,1957.12
"Yes","Male",37,"GE","No",49054.19,1456.96
"No","Female",37,"FR","Yes",15802.39,1821.52
"No","Male",43,"GE","Yes",771.97,1269.91
"No","Female",45,"UK","Yes",771.97,1269.91
"No","Male",47,"FR","No",33778.16,1341.05
"No","Male",44,"GE","Yes",19545.73,1189.31
"No","Female",44,"FR","Yes",18996.35,1306.42
"No","Male",45,"UK","Yes",23839.57,1862.54
"Yes","Female",31,"FR","No",37751.02,1143.68
"No","Male",42,"UK","No",37160.94,216.85
"No","Male",36,"SP","No",51120.83,686.89
"No","Male",35,"GE","No",36275.46,539.08
"Yes","Male",45,"GE","Yes",18692.14,2287.17
"No","Male",40,"UK","No",56816.81,1218.25
"No","Female",35,"DE","No",37831.57,420.73
"No","Female",54,"FR","No",25478.82,961.4
"No","Male",41,"IT","Yes",26348.3,1066.82
"No","Male",40,"DE","Yes",6100.73,919.48
"No","Male",38,"GE","No",30559.51,1574.65
"No","Male",47,"DE","Yes",17466.14,70.73
"No","Female",39,"GE","Yes",22795.03,962.91
"Yes","Male",46,"FR","Yes",12586.48,1233.45
"No","Male",43,"GE","Yes",8078.18,1338.66
"No","Male",43,"GE","Yes",19204.7,901.19
"No","Male",44,"GE","No",45597.94,975.39
"No","Female",37,"GE","No",49585.87,298.72
"No","Male",44,"UK","No",37513.7,546.99
"No","Female",36,"UK","No",23515.61,727.68
"Yes","Female",33,"IT","No",43143.16,1723.19
"No","Male",42,"GE","No",39723.48,252.38
"No","Male",43,"GE","Yes",15580.77,1037.97
"No","Female",36,"SP","No",42682.14,842.99
"Yes","Male",41,"FR","Yes",18091.94,1553.35
"No","Male",42,"GE","No",38218.18,57.65
"No","Male",59,"GE","No",57377.43,933.83
"No","Male",38,"UK","Yes",15453.03,1033.06
"Yes","Male",35,"IT","Yes",12399.12,1893.94
"No","Male",34,"GE","No",47203.82,1263.8
"No","Male",35,"GE","No",30558.38,1118.85
"No","Male",53,"GE","Yes",13157.96,1947.07
"No","Male",41,"SP","No",32120.29,864.78
"No","Male",42,"UK","No",48855.51,1165.85
"No","Female",35,"FR","Yes",12596.93,483.42
"No","Male",39,"UK","No",46725.37,1031.87
"No","Female",39,"IT","No",46725.37,1031.87
"No","Female",44,"GE","Yes",17189.37,5
"No","Male",36,"UK","Yes",17189.37,5
"No","Male",43,"GE","No",47155.69,419.44
"Yes","Male",30,"GE","Yes",11506.22,1806.92
"No","Male",48,"GE","No",49547.18,880.58
"No","Female",39,"IT","Yes",18171.62,1491.17
"No","Male",46,"SP","No",39925.2,1285.37
"No","Male",44,"GE","No",27579.35,199.59
"No","Male",38,"GE","No",42053.57,1142.62
"No","Male",38,"FR","No",27027.41,365.24
"No","Male",41,"DE","No",49646.81,964.77
"No","Male",36,"FR","No",71878.77,201.81
"No","Male",35,"UK","No",54844.2,655.66
"No","Female",42,"SP","No",54844.2,655.66
"No","Male",46,"SP","No",48181.69,10.91
"No","Male",41,"GR","Yes",18356.57,288.32
"No","Male",50,"FR","No",19051.32,800.24
"No","Female",36,"UK","No",28461.29,907.31
"No","Male",41,"GR","No",42232.94,838.02
"No","Male",46,"IT","No",42352.09,712.41
"No","Male",34,"SP","No",31966.4,508.45
"Yes","Male",28,"UK","No",42984.41,1476.51
"No","Male",47,"FR","No",60123.63,1609.7
"No","Male",35,"GR","Yes",11774.42,885.21
"No","Male",41,"SP","Yes",11774.42,885.21
"No","Male",36,"GE","Yes",10994.79,137.04
"No","Male",41,"GE","Yes",17347.44,821.26
"Yes","Male",30,"SP","Yes",23735.16,1321.54
"No","Female",38,"FR","No",42321.53,1238.37
"No","Female",41,"UK","Yes",15069.88,1456.01
"No","Male",47,"GR","Yes",15069.88,1456.01
"No","Male",36,"FR","No",27180.55,954.33
"No","Male",36,"UK","No",47600.49,796.39
"No","Male",38,"GE","No",44965.03,1653.43
"No","Male",37,"FR","No",35401.71,178.05
"No","Male",42,"UK","Yes",17837.03,1279.32
"No","Female",36,"UK","Yes",19962.82,509.17
"No","Female",60,"IT","No",37524.43,546.38
"No","Female",39,"UK","No",56320.63,418.82
"No","Male",35,"UK","No",47522.02,41.65
"No","Male",41,"GE","No",38881.01,906.75
"No","Male",35,"DE","No",32952.84,1561.63
"Yes","Male",35,"FR","Yes",21849.48,1807.71
"No","Male",41,"GE","No",59401.2,1050.27
"No","Male",33,"FR","No",25540.82,951.31
"No","Male",46,"GE","No",36554.63,205.01
"No","Male",41,"SP","No",36554.63,205.01
"No","Male",35,"GE","Yes",11789.45,1214.78
"No","Female",40,"HO","No",26921.37,974.9
"No","Male",37,"SP","No",34918.43,1666.22
"No","Male",39,"GE","No",24975.65,608.96
"No","Female",38,"GE","Yes",14273.29,889.29
"No","Male",49,"FR","Yes",16430.02,1193.31
"No","Female",52,"IT","No",18843.61,648.34
"Yes","Male",35,"HO","No",43539.78,1833.65
"No","Male",34,"GE","No",33527.49,1213.36
"No","Male",41,"DE","No",33527.49,1213.36
"No","Female",36,"GE","No",50114.7,881.65
"No","Male",42,"DE","Yes",14250.2,1799.36
"No","Male",37,"GR","Yes",15958.75,728.47
"No","Male",35,"GE","No",44803.36,413.75
"No","Male",45,"UK","No",49635.1,1016.46
"No","Male",39,"UK","No",52011.07,636.3
"No","Male",43,"SP","No",52011.07,636.3
"No","Female",49,"IT","No",46693.94,214.98
"No","Male",42,"GE","No",64315.03,1059.8
"No","Female",39,"UK","No",47545.85,1127.26
"No","Male",40,"IT","No",53423.15,706
"No","Male",40,"GR","No",48207.62,742.56
"No","Male",40,"DE","No",55003.09,670.98
"No","Male",36,"GE","No",39307.5,441.73
"Yes","Male",35,"GE","No",41435.27,1377.68
"No","Male",39,"UK","No",32048.74,302.4
"No","Male",41,"GR","No",46274.34,910.23
"No","Female",38,"GE","No",58338.93,812.53
"No","Male",37,"GE","Yes",18755.77,1298.52
"No","Male",34,"IT","No",43692.54,679.83
"No","Female",39,"GE","Yes",16923.4,1179.16
"No","Female",39,"GE","No",38880.44,1558.6
"No","Male",35,"UK","Yes",13555.34,1455.5
"No","Male",49,"FR","No",52772.26,508.15
"No","Male",37,"DE","No",25715.18,1074.79
"No","Female",47,"GE","No",46567.93,1047.14
"No","Female",39,"FR","Yes",25314.84,1099.54
"No","Male",39,"UK","No",54160.86,737.18
"No","Female",32,"GR","No",29949.5,1177.09
"No","Male",44,"GR","Yes",18102.83,1182
"No","Male",43,"FR","No",43509.04,515.58
"No","Female",37,"FR","No",36858.06,181.72
"No","Female",45,"GR","No",35531.84,895.75
"No","Male",50,"GE","No",32931.88,540.24
"No","Female",37,"SP","No",54527.98,1072.82
"No","Male",36,"GR","No",34245.84,625.85
"No","Male",41,"FR","No",34016.89,528.06
"No","Female",41,"FR","No",34016.89,528.06
"No","Male",39,"GE","Yes",27959.64,1315.48
"Yes","Male",32,"SP","Yes",17762.87,1988.87
"Yes","Male",30,"FR","No",41999.7,1721.43
"No","Male",38,"SP","No",49645.35,446.86
"No","Female",37,"IT","Yes",12881.69,786.92
"No","Male",38,"GE","No",47872.62,1733.9
"No","Male",36,"SP","No",52632.33,5
"No","Female",38,"GE","No",39329.81,5
"No","Female",41,"GE","No",37012.41,1250.68
"No","Male",40,"IT","Yes",18109.32,425.42
"No","Male",41,"PO","Yes",14981.17,1546.58
"No","Male",38,"IT","Yes",14981.17,1546.58
"No","Female",41,"SP","No",38683.37,584.22
"No","Male",45,"SP","Yes",19925.44,681.97
"No","Male",40,"FR","No",37919.02,999.49
"Yes","Female",33,"FR","No",51991.46,1757.74
"No","Male",36,"UK","Yes",17447.13,1770.53
"No","Male",33,"SP","No",47614.74,771.02
"No","Male",39,"GR","No",33408.66,1125.3
"No","Female",42,"FR","No",33408.66,1125.3
"No","Male",41,"HO","No",43125.12,1529.14
"No","Male",42,"GR","No",45057.64,1038.32
"No","Male",38,"FR","No",45057.64,1038.32
"No","Male",47,"GE","No",56623.01,504.62
"No","Male",40,"GE","Yes",19829.23,1176.93
"No","Male",42,"GE","No",48298.54,1371.7
"No","Female",38,"UK","No",37952.96,1015.97
"No","Female",37,"FR","No",52278.24,1171.41
"No","Male",42,"SP","No",27614.5,5
"No","Female",33,"UK","No",24273.42,477.55
"No","Male",41,"GR","No",60396.79,969.81
"Yes","Female",37,"GE","No",37620.24,1392.6
"No","Male",41,"FR","No",30848.62,1493.03
"Yes","Male",34,"GR","Yes",11878.56,2461.51
"No","Male",40,"FR","No",17472.91,614.14
"No","Male",42,"FR","No",25085.07,433.4
"No","Female",36,"GE","No",25085.07,433.4
"No","Male",47,"UK","Yes",15037.61,888.72
"No","Male",36,"GR","Yes",16577.83,984.36
"No","Male",39,"IT","No",34797.8,422.45
"No","Male",40,"FR","Yes",22648.76,311.32
"No","Male",45,"SP","Yes",20886.5,124.87
"No","Male",36,"SP","No",39600.48,765.13
"Yes","Male",34,"DE","No",36577.85,1621.58
"No","Male",36,"UK","No",40772.93,5
"No","Male",37,"SP","No",40772.93,5
"No","Female",39,"UK","Yes",18128.57,1848.83
"No","Male",40,"IT","Yes",18128.57,1848.83
"No","Male",36,"GE","Yes",18128.57,1848.83
"No","Male",34,"FR","Yes",18128.57,1848.83
"No","Male",35,"DE","Yes",18128.57,1848.83
"Yes","Male",37,"GE","Yes",12143.47,2117.12
"No","Male",43,"UK","Yes",22802.82,149.15
"No","Male",41,"GE","Yes",22802.82,149.15
"No","Male",42,"SP","Yes",23374.83,651.55
"No","Female",42,"UK","No",24788.77,1204.96
"No","Male",37,"UK","No",36596.13,506.46
"No","Male",37,"UK","No",47454.74,712.86
"No","Male",34,"UK","No",37112.6,5
"No","Male",42,"GE","No",23040.44,388.61
"No","Male",50,"GE","No",20310.45,326.52
"No","Male",44,"SP","No",38032.96,837.21
"Yes","Male",29,"IT","Yes",17820.46,1875.46
"No","Male",35,"GE","No",30287.49,5
"No","Male",42,"IT","No",43606.92,688.91
"No","Male",43,"FR","Yes",24582.88,720.44
"No","Male",37,"DE","No",17917.79,1255.43
"No","Male",46,"GE","No",25445.92,1049.93
"Yes","Male",40,"UK","No",42590.89,1099.06
"No","Male",49,"UK","No",52066.15,41.28
"No","Male",35,"GE","No",44073.25,789.64
"No","Female",42,"UK","Yes",20217.09,5
"No","Male",44,"DE","Yes",20217.09,5
"No","Male",37,"GE","No",30090.53,337.87
"No","Female",40,"GE","Yes",17444.6,1294.29
"No","Male",40,"HO","No",36154.65,501.29
"No","Male",43,"FR","No",35621.08,463.05
"No","Male",36,"GE","Yes",18487.04,722.23
"No","Male",40,"IT","No",40075.98,209.04
"No","Male",32,"SP","No",51856.89,685.34
"No","Male",37,"GE","No",46731.55,1187.66
"No","Female",37,"UK","Yes",7283.76,909.1
"No","Male",34,"UK","Yes",15594.01,771.3
"No","Male",45,"GE","No",35359.75,1363.48
"No","Male",37,"GR","Yes",16614.8,1647
"No","Male",42,"IT","No",36590.55,455.38
"No","Male",42,"GE","No",59740.21,530.6
"No","Male",39,"GR","No",59740.21,530.6
"No","Male",41,"GE","Yes",24000.33,5
"No","Female",41,"FR","No",35882.76,1490.14
"No","Male",38,"GE","No",48387.47,295.15
"No","Female",40,"GE","No",48387.47,295.15
"No","Female",36,"SP","No",51608.54,809.48
"No","Male",46,"DE","No",50562.5,751.63
"No","Female",41,"PO","No",36183.66,789.33
"No","Female",33,"HO","No",15052.45,958.05
"No","Male",41,"UK","No",45588.18,1194.21
"No","Male",41,"UK","Yes",20627.82,717.21
"No","Male",40,"PO","No",39167.97,374.93
"No","Male",36,"GE","Yes",20468.44,1334.78
"Yes","Male",33,"HO","No",33453.41,1809.41
"No","Female",35,"GR","No",61438.09,1626.39
"No","Male",37,"IT","No",33475.74,650.25
"No","Male",34,"GE","No",58488.79,232.76
"No","Male",37,"SP","No",43471.78,1005.62
"No","Female",35,"GE","No",29761.54,82.43
"No","Male",39,"FR","No",54043.01,1588.92
"No","Male",36,"GR","No",51112.94,314.99
"No","Male",45,"UK","No",27622.9,806.55
"No","Female",41,"SP","No",27622.9,806.55
"No","Female",36,"SP","No",27622.9,806.55
"No","Male",44,"SP","No",34237.65,852.52
"No","Female",33,"GE","No",47228.34,878.93
"No","Female",35,"UK","No",26164.84,539.44
"No","Female",44,"GE","No",55369.2,28.79
"No","Male",39,"UK","No",46492.65,914.64
"No","Male",32,"IT","No",42672.13,1143.12
"No","Male",43,"UK","No",37241.44,826.36
"No","Male",37,"GE","Yes",16509.52,704.1
"No","Female",43,"GE","No",29661.46,773.59
"Yes","Male",34,"DE","No",35589.73,1610.48
"No","Male",42,"GR","No",45280.82,705.74
"No","Male",40,"IT","No",23562.29,5
"No","Male",44,"HO","No",64440.22,1223.71
"No","Male",33,"FR","No",55459.45,487.12
"No","Male",43,"IT","No",52838.85,324.85
"No","Male",36,"FR","No",53004.59,599.01
"No","Male",42,"SP","No",17598.43,1153.33
